ID_Envio;ID_Transportista;Fecha_Salida;Tipo_Vehiculo;Tipo_Carga;Region_Origen;Region_Destino;Distancia_Km;Costo_Combustible;Costo_Mantenimiento;Tarifa_Cliente;Estado_Final;Fecha_Llegada_Estimada;Fecha_Llegada_Real
ENV01389;ID_T011;2024-02-03;Camioneta;Frío;Centro;Norte;853;96;27;204;Retrasado;2024-02-04 16:56:38.400;2024-02-08 16:56:38.400000
ENV01390;ID_T005;2024-05-29;Camioneta;Frío;Sur;Norte;860;116;79;265;Cancelado;2024-05-30 17:16:48.000;2024-05-30 17:16:48.000000
ENV01391;ID_T003;2024-04-24;Camioneta;Materiales_Construccion;Sur;Canarias;327;201;49;204;Entregado;2024-04-24 15:41:45.600;2024-04-24 11:54:34.789535
ENV01392;ID_T008;2024-12-29;Furgoneta;Mobiliario;Sur;Andalucía;908;323;77;416;Retrasado;2024-12-30 19:35:02.400;2025-01-03 19:35:02.400000
ENV01393;ID_T008;2024-04-25;Camioneta;Químicos;Sur;Levante;91;128;10;137;Entregado;2024-04-25 04:22:04.800;2024-04-24 18:36:48.673363
ENV01394;ID_T001;2024-10-07;Furgoneta;Mobiliario;Sur;Andalucía;330;246;31;362;Cancelado;2024-10-07 15:50:24.000;2024-10-07 15:50:24.000000
ENV01395;ID_T012;2024-03-28;Camioneta;Mobiliario;Andalucía;Andalucía;289;74;57;541;Retrasado;2024-03-28 13:52:19.200;2024-04-01 13:52:19.200000
ENV01396;ID_T009;2024-12-26;Furgoneta;Paqueteria;Levante;Sur;810;100;40;449;Entregado;2024-12-27 14:52:48.000;2024-12-27 19:06:09.796094
ENV01397;ID_T009;2024-06-09;Camioneta;Materiales_Construccion;Sur;Levante;50;171;34;645;Entregado;2024-06-09 02:24:00.000;2024-06-09 04:57:19.499254
ENV01398;ID_T011;2024-10-11;Camioneta;Frío;Norte;Centro;259;82;79;318;Retrasado;2024-10-11 12:25:55.200;2024-10-15 12:25:55.200000
ENV01399;ID_T010;2024-10-19;Furgoneta;Materiales_Construccion;Levante;Norte;1003;184;12;258;Retrasado;2024-10-21 00:08:38.400;2024-10-25 00:08:38.400000
ENV01400;ID_T011;2024-04-15;Furgoneta;Materiales_Construccion;Norte;Norte;374;244;13;270;Retrasado;2024-04-15 17:57:07.200;2024-04-16 17:57:07.200000
ENV01401;ID_T008;2024-05-05;Camioneta;Frío;Andalucía;Canarias;1125;161;47;529;Retrasado;2024-05-07 06:00:00.000;2024-05-09 06:00:00.000000
ENV01402;ID_T006;2024-03-18;Camioneta;Paqueteria;Centro;Centro;160;158;88;93;Entregado;2024-03-18 07:40:48.000;2024-03-18 17:41:12.614896
ENV01403;ID_T008;2024-12-27;Furgoneta;Químicos;Canarias;Andalucía;268;101;10;499;Cancelado;2024-12-27 12:51:50.400;2024-12-27 12:51:50.400000
ENV01404;ID_T002;2024-11-19;Furgoneta;Químicos;Canarias;Centro;751;58;62;351;Retrasado;2024-11-20 12:02:52.800;2024-11-24 12:02:52.800000
ENV01405;ID_T006;2024-05-07;Camioneta;Materiales_Construccion;Canarias;Norte;339;29;40;272;Retrasado;2024-05-07 16:16:19.200;2024-05-11 16:16:19.200000
ENV01406;ID_T005;2024-06-05;Camioneta;Químicos;Sur;Norte;915;210;110;394;Cancelado;2024-06-06 19:55:12.000;2024-06-06 19:55:12.000000
ENV01407;ID_T013;2024-04-26;Camioneta;Mobiliario;Andalucía;Norte;776;96;44;223;Retrasado;2024-04-27 13:14:52.800;2024-05-01 13:14:52.800000
ENV01408;ID_T001;2024-03-23;Camioneta;Mobiliario;Sur;Levante;50;294;78;281;Retrasado;2024-03-23 02:24:00.000;2024-03-27 02:24:00.000000
ENV01409;ID_T014;2024-05-30;Furgoneta;Frío;Andalucía;Canarias;592;218;10;501;Retrasado;2024-05-31 04:24:57.600;2024-06-04 04:24:57.600000
ENV01410;ID_T014;2024-05-17;Camioneta;Químicos;Levante;Sur;393;81;97;381;Cancelado;2024-05-17 18:51:50.400;2024-05-17 18:51:50.400000
ENV01411;ID_T014;2024-07-24;Furgoneta;Paqueteria;Andalucía;Sur;497;120;39;564;Entregado;2024-07-24 23:51:21.600;2024-07-24 13:44:14.929179
ENV01412;ID_T007;2024-08-07;Furgoneta;Mobiliario;Levante;Canarias;1047;198;30;543;Entregado;2024-08-09 02:15:21.600;2024-08-08 20:49:29.426520
ENV01413;ID_T014;2024-01-18;Furgoneta;Mobiliario;Centro;Norte;646;160;69;120;Cancelado;2024-01-19 07:00:28.800;2024-01-19 07:00:28.800000
ENV01414;ID_T008;2024-09-07;Camioneta;Mobiliario;Sur;Centro;627;290;102;348;Retrasado;2024-09-08 06:05:45.600;2024-09-12 06:05:45.600000
ENV01415;ID_T009;2024-12-22;Furgoneta;Frío;Levante;Centro;818;203;42;406;Retrasado;2024-12-23 15:15:50.400;2024-12-27 15:15:50.400000
ENV01416;ID_T003;2024-10-06;Camioneta;Paqueteria;Andalucía;Centro;345;128;14;245;Entregado;2024-10-06 16:33:36.000;2024-10-06 16:38:35.902988
ENV01417;ID_T014;2024-09-11;Camioneta;Frío;Canarias;Andalucía;983;34;31;273;Cancelado;2024-09-12 23:11:02.400;2024-09-12 23:11:02.400000
ENV01418;ID_T006;2024-11-13;Camioneta;Mobiliario;Andalucía;Norte;605;20;53;178;Entregado;2024-11-14 05:02:24.000;2024-11-14 13:43:37.843044
ENV01419;ID_T004;2024-05-13;Furgoneta;Mobiliario;Norte;Sur;602;92;75;429;Retrasado;2024-05-14 04:53:45.600;2024-05-15 04:53:45.600000
ENV01420;ID_T011;2024-08-22;Furgoneta;Frío;Levante;Norte;727;162;10;278;Entregado;2024-08-23 10:53:45.600;2024-08-23 14:08:26.738560
ENV01421;ID_T015;2024-07-12;Furgoneta;Mobiliario;Sur;Canarias;380;223;64;351;Retrasado;2024-07-12 18:14:24.000;2024-07-17 18:14:24.000000
ENV01422;ID_T007;2024-10-22;Furgoneta;Frío;Canarias;Andalucía;400;62;48;211;Cancelado;2024-10-22 19:12:00.000;2024-10-22 19:12:00.000000
ENV01423;ID_T012;2024-02-02;Camioneta;Químicos;Andalucía;Levante;1039;123;44;231;Retrasado;2024-02-04 01:52:19.200;2024-02-06 01:52:19.200000
ENV01424;ID_T012;2024-09-13;Camioneta;Paqueteria;Levante;Andalucía;877;172;34;481;Cancelado;2024-09-14 18:05:45.600;2024-09-14 18:05:45.600000
ENV01425;ID_T005;2024-02-18;Furgoneta;Materiales_Construccion;Canarias;Andalucía;809;133;52;536;Entregado;2024-02-19 14:49:55.200;2024-02-19 15:04:56.077143
ENV01426;ID_T011;2024-05-19;Furgoneta;Químicos;Canarias;Levante;630;143;54;231;Cancelado;2024-05-20 06:14:24.000;2024-05-20 06:14:24.000000
ENV01427;ID_T012;2024-11-17;Camioneta;Paqueteria;Andalucía;Levante;664;232;10;209;Entregado;2024-11-18 07:52:19.200;2024-11-18 19:29:02.765189
ENV01428;ID_T011;2024-06-24;Furgoneta;Paqueteria;Sur;Sur;861;86;68;324;Entregado;2024-06-25 17:19:40.800;2024-06-25 11:09:54.435544
ENV01429;ID_T015;2024-06-24;Furgoneta;Mobiliario;Centro;Centro;112;186;70;394;Cancelado;2024-06-24 05:22:33.600;2024-06-24 05:22:33.600000
ENV01430;ID_T007;2024-11-14;Camioneta;Materiales_Construccion;Centro;Andalucía;657;86;71;445;Entregado;2024-11-15 07:32:09.600;2024-11-15 02:02:25.530893
ENV01431;ID_T001;2024-05-27;Furgoneta;Químicos;Norte;Levante;198;33;74;84;Retrasado;2024-05-27 09:30:14.400;2024-05-31 09:30:14.400000
ENV01432;ID_T001;2024-04-15;Camioneta;Químicos;Centro;Centro;1018;265;19;229;Entregado;2024-04-17 00:51:50.400;2024-04-17 08:55:40.441904
ENV01433;ID_T013;2024-12-10;Camioneta;Frío;Andalucía;Andalucía;953;122;51;227;Retrasado;2024-12-11 21:44:38.400;2024-12-14 21:44:38.400000
ENV01434;ID_T004;2024-05-12;Camioneta;Materiales_Construccion;Norte;Centro;50;121;54;395;Cancelado;2024-05-12 02:24:00.000;2024-05-12 02:24:00.000000
ENV01435;ID_T006;2024-02-23;Furgoneta;Materiales_Construccion;Sur;Andalucía;1080;81;73;394;Retrasado;2024-02-25 03:50:24.000;2024-02-27 03:50:24.000000
ENV01436;ID_T012;2024-11-30;Camioneta;Mobiliario;Norte;Levante;775;161;75;237;Retrasado;2024-12-01 13:12:00.000;2024-12-04 13:12:00.000000
ENV01437;ID_T008;2024-07-03;Furgoneta;Mobiliario;Andalucía;Andalucía;321;72;68;362;Cancelado;2024-07-03 15:24:28.800;2024-07-03 15:24:28.800000
ENV01438;ID_T012;2024-06-28;Furgoneta;Químicos;Andalucía;Sur;359;140;69;369;Cancelado;2024-06-28 17:13:55.200;2024-06-28 17:13:55.200000
ENV01439;ID_T006;2024-11-29;Camioneta;Materiales_Construccion;Norte;Centro;648;176;111;336;Retrasado;2024-11-30 07:06:14.400;2024-12-01 07:06:14.400000
ENV01440;ID_T007;2024-07-25;Furgoneta;Químicos;Canarias;Andalucía;808;139;74;472;Retrasado;2024-07-26 14:47:02.400;2024-07-31 14:47:02.400000
ENV01441;ID_T006;2024-01-29;Furgoneta;Materiales_Construccion;Centro;Centro;677;43;39;378;Retrasado;2024-01-30 08:29:45.600;2024-02-04 08:29:45.600000
ENV01442;ID_T002;2024-08-06;Camioneta;Mobiliario;Andalucía;Sur;972;122;69;358;Retrasado;2024-08-07 22:39:21.600;2024-08-11 22:39:21.600000
ENV01443;ID_T009;2024-09-11;Camioneta;Mobiliario;Sur;Sur;727;285;10;267;Entregado;2024-09-12 10:53:45.600;2024-09-12 04:21:04.364411
ENV01444;ID_T015;2024-03-21;Camioneta;Paqueteria;Canarias;Centro;864;159;19;237;Retrasado;2024-03-22 17:28:19.200;2024-03-26 17:28:19.200000
ENV01445;ID_T010;2024-02-13;Furgoneta;Químicos;Levante;Canarias;120;285;57;333;Entregado;2024-02-13 05:45:36.000;2024-02-13 07:35:24.715200
ENV01446;ID_T003;2024-05-07;Furgoneta;Frío;Canarias;Sur;412;98;10;183;Cancelado;2024-05-07 19:46:33.600;2024-05-07 19:46:33.600000
ENV01447;ID_T006;2024-01-08;Camioneta;Químicos;Canarias;Norte;232;153;44;361;Cancelado;2024-01-08 11:08:09.600;2024-01-08 11:08:09.600000
ENV01448;ID_T013;2024-11-03;Furgoneta;Frío;Canarias;Canarias;50;169;54;271;Cancelado;2024-11-03 02:24:00.000;2024-11-03 02:24:00.000000
ENV01449;ID_T005;2024-05-04;Camioneta;Materiales_Construccion;Sur;Centro;519;76;52;223;Retrasado;2024-05-05 00:54:43.200;2024-05-06 00:54:43.200000
ENV01450;ID_T005;2024-05-02;Camioneta;Mobiliario;Norte;Levante;1074;225;44;293;Retrasado;2024-05-04 03:33:07.200;2024-05-08 03:33:07.200000
ENV01451;ID_T002;2024-11-07;Camioneta;Químicos;Norte;Norte;274;113;21;355;Retrasado;2024-11-07 13:09:07.200;2024-11-09 13:09:07.200000
ENV01452;ID_T003;2024-07-15;Furgoneta;Químicos;Centro;Sur;557;228;35;135;Entregado;2024-07-16 02:44:09.600;2024-07-16 09:59:50.017364
ENV01453;ID_T005;2024-10-07;Camioneta;Frío;Canarias;Andalucía;359;174;54;279;Cancelado;2024-10-07 17:13:55.200;2024-10-07 17:13:55.200000
ENV01454;ID_T010;2024-12-30;Camioneta;Frío;Sur;Andalucía;447;86;76;294;Cancelado;2024-12-30 21:27:21.600;2024-12-30 21:27:21.600000
ENV01455;ID_T008;2024-03-10;Furgoneta;Materiales_Construccion;Canarias;Andalucía;901;114;20;340;Retrasado;2024-03-11 19:14:52.800;2024-03-16 19:14:52.800000
ENV01456;ID_T001;2024-12-23;Camioneta;Frío;Levante;Norte;890;104;51;483;Cancelado;2024-12-24 18:43:12.000;2024-12-24 18:43:12.000000
ENV01457;ID_T008;2024-03-21;Camioneta;Químicos;Norte;Centro;233;294;91;177;Cancelado;2024-03-21 11:11:02.400;2024-03-21 11:11:02.400000
ENV01458;ID_T007;2024-11-22;Furgoneta;Frío;Centro;Sur;117;171;10;333;Entregado;2024-11-22 05:36:57.600;2024-11-21 22:58:15.107415
ENV01459;ID_T008;2024-11-05;Camioneta;Mobiliario;Canarias;Canarias;228;153;36;407;Entregado;2024-11-05 10:56:38.400;2024-11-04 23:48:49.568675
ENV01460;ID_T005;2024-04-25;Camioneta;Paqueteria;Levante;Centro;587;121;43;543;Entregado;2024-04-26 04:10:33.600;2024-04-25 23:58:00.091304
ENV01461;ID_T004;2024-10-03;Camioneta;Frío;Levante;Norte;416;201;50;396;Retrasado;2024-10-03 19:58:04.800;2024-10-07 19:58:04.800000
ENV01462;ID_T006;2024-11-01;Camioneta;Paqueteria;Canarias;Centro;490;127;84;371;Entregado;2024-11-01 23:31:12.000;2024-11-02 01:01:44.527819
ENV01463;ID_T006;2024-01-17;Camioneta;Materiales_Construccion;Norte;Andalucía;463;190;26;256;Retrasado;2024-01-17 22:13:26.400;2024-01-19 22:13:26.400000
ENV01464;ID_T010;2024-03-11;Furgoneta;Materiales_Construccion;Canarias;Sur;134;210;88;167;Cancelado;2024-03-11 06:25:55.200;2024-03-11 06:25:55.200000
ENV01465;ID_T013;2024-07-01;Camioneta;Químicos;Centro;Andalucía;764;124;10;337;Retrasado;2024-07-02 12:40:19.200;2024-07-07 12:40:19.200000
ENV01466;ID_T006;2024-01-30;Camioneta;Materiales_Construccion;Andalucía;Andalucía;431;160;44;309;Entregado;2024-01-30 20:41:16.800;2024-01-30 21:15:23.051623
ENV01467;ID_T008;2024-10-11;Furgoneta;Paqueteria;Sur;Levante;194;54;50;440;Cancelado;2024-10-11 09:18:43.200;2024-10-11 09:18:43.200000
ENV01468;ID_T008;2024-06-01;Camioneta;Paqueteria;Andalucía;Canarias;151;190;40;196;Entregado;2024-06-01 07:14:52.800;2024-06-01 07:31:45.060814
ENV01469;ID_T002;2024-06-23;Camioneta;Químicos;Centro;Andalucía;623;20;10;381;Entregado;2024-06-24 05:54:14.400;2024-06-24 00:13:44.545721
ENV01470;ID_T014;2024-12-20;Camioneta;Frío;Norte;Andalucía;422;143;77;292;Cancelado;2024-12-20 20:15:21.600;2024-12-20 20:15:21.600000
ENV01471;ID_T011;2024-11-19;Camioneta;Materiales_Construccion;Sur;Canarias;425;109;74;290;Retrasado;2024-11-19 20:24:00.000;2024-11-20 20:24:00.000000
ENV01472;ID_T003;2024-05-06;Camioneta;Frío;Norte;Norte;818;119;43;324;Entregado;2024-05-07 15:15:50.400;2024-05-07 18:49:29.663552
ENV01473;ID_T007;2024-01-20;Furgoneta;Paqueteria;Sur;Sur;1076;349;46;435;Retrasado;2024-01-22 03:38:52.800;2024-01-24 03:38:52.800000
ENV01474;ID_T005;2024-03-16;Camioneta;Frío;Centro;Levante;230;287;79;356;Entregado;2024-03-16 11:02:24.000;2024-03-16 04:48:13.496126
ENV01475;ID_T013;2024-07-27;Furgoneta;Paqueteria;Sur;Canarias;732;112;27;428;Entregado;2024-07-28 11:08:09.600;2024-07-28 17:39:01.773455
ENV01476;ID_T001;2024-05-11;Furgoneta;Mobiliario;Sur;Norte;249;46;78;265;Retrasado;2024-05-11 11:57:07.200;2024-05-12 11:57:07.200000
ENV01477;ID_T003;2024-04-30;Furgoneta;Químicos;Centro;Norte;764;119;21;318;Retrasado;2024-05-01 12:40:19.200;2024-05-02 12:40:19.200000
ENV01478;ID_T001;2024-03-17;Camioneta;Mobiliario;Levante;Sur;283;366;76;351;Entregado;2024-03-17 13:35:02.400;2024-03-17 03:02:57.258376
ENV01479;ID_T013;2024-07-31;Camioneta;Frío;Levante;Sur;937;120;55;370;Entregado;2024-08-01 20:58:33.600;2024-08-01 21:16:47.029836
ENV01480;ID_T005;2024-03-04;Camioneta;Mobiliario;Levante;Canarias;843;203;88;391;Entregado;2024-03-05 16:27:50.400;2024-03-05 21:45:57.748991
ENV01481;ID_T002;2024-10-12;Furgoneta;Químicos;Canarias;Centro;642;216;80;421;Entregado;2024-10-13 06:48:57.600;2024-10-13 16:40:10.450983
ENV01482;ID_T014;2024-04-16;Furgoneta;Químicos;Norte;Norte;459;166;10;418;Retrasado;2024-04-16 22:01:55.200;2024-04-18 22:01:55.200000
ENV01483;ID_T008;2024-06-06;Camioneta;Paqueteria;Levante;Canarias;887;234;55;450;Entregado;2024-06-07 18:34:33.600;2024-06-07 11:24:39.386606
ENV01484;ID_T008;2024-10-14;Furgoneta;Frío;Levante;Sur;565;177;55;246;Entregado;2024-10-15 03:07:12.000;2024-10-15 14:20:52.154025
ENV01485;ID_T004;2024-10-02;Furgoneta;Materiales_Construccion;Levante;Sur;350;119;58;366;Entregado;2024-10-02 16:48:00.000;2024-10-02 12:17:54.911183
ENV01486;ID_T009;2024-08-25;Furgoneta;Paqueteria;Norte;Levante;471;162;61;115;Entregado;2024-08-25 22:36:28.800;2024-08-25 20:28:49.731981
ENV01487;ID_T015;2024-12-25;Furgoneta;Mobiliario;Levante;Levante;124;97;60;173;Cancelado;2024-12-25 05:57:07.200;2024-12-25 05:57:07.200000
ENV01488;ID_T014;2024-03-31;Furgoneta;Paqueteria;Norte;Norte;753;66;20;246;Retrasado;2024-04-01 12:08:38.400;2024-04-03 12:08:38.400000
ENV01489;ID_T005;2024-08-09;Furgoneta;Materiales_Construccion;Norte;Centro;431;146;38;331;Cancelado;2024-08-09 20:41:16.800;2024-08-09 20:41:16.800000
ENV01490;ID_T011;2024-07-02;Furgoneta;Químicos;Norte;Andalucía;303;74;78;392;Cancelado;2024-07-02 14:32:38.400;2024-07-02 14:32:38.400000
ENV01491;ID_T011;2024-01-01;Furgoneta;Paqueteria;Norte;Centro;302;150;98;486;Entregado;2024-01-01 14:29:45.600;2024-01-01 11:13:15.794059
ENV01492;ID_T009;2024-02-18;Furgoneta;Frío;Andalucía;Canarias;363;205;10;394;Entregado;2024-02-18 17:25:26.400;2024-02-19 04:02:02.884652
ENV01493;ID_T002;2024-10-30;Furgoneta;Materiales_Construccion;Levante;Centro;676;206;10;349;Cancelado;2024-10-31 08:26:52.800;2024-10-31 08:26:52.800000
ENV01494;ID_T008;2024-10-03;Furgoneta;Frío;Sur;Canarias;656;161;32;112;Entregado;2024-10-04 07:29:16.800;2024-10-04 14:33:11.215141
ENV01495;ID_T006;2024-02-15;Camioneta;Mobiliario;Andalucía;Norte;541;186;33;337;Cancelado;2024-02-16 01:58:04.800;2024-02-16 01:58:04.800000
ENV01496;ID_T015;2024-03-07;Furgoneta;Paqueteria;Andalucía;Centro;572;265;10;402;Cancelado;2024-03-08 03:27:21.600;2024-03-08 03:27:21.600000
ENV01497;ID_T002;2024-09-20;Camioneta;Materiales_Construccion;Andalucía;Sur;670;81;65;475;Retrasado;2024-09-21 08:09:36.000;2024-09-22 08:09:36.000000
ENV01498;ID_T014;2024-03-20;Camioneta;Paqueteria;Andalucía;Norte;566;154;49;144;Cancelado;2024-03-21 03:10:04.800;2024-03-21 03:10:04.800000
ENV01499;ID_T010;2024-10-23;Camioneta;Químicos;Norte;Andalucía;491;200;40;360;Retrasado;2024-10-23 23:34:04.800;2024-10-27 23:34:04.800000
ENV01500;ID_T007;2024-04-13;Furgoneta;Paqueteria;Andalucía;Canarias;50;100;115;321;Retrasado;2024-04-13 02:24:00.000;2024-04-18 02:24:00.000000
ENV01501;ID_T005;2024-12-15;Camioneta;Paqueteria;Norte;Norte;50;135;55;103;Cancelado;2024-12-15 02:24:00.000;2024-12-15 02:24:00.000000
ENV01502;ID_T008;2024-10-24;Camioneta;Químicos;Sur;Canarias;844;299;54;302;Retrasado;2024-10-25 16:30:43.200;2024-10-28 16:30:43.200000
ENV01503;ID_T012;2024-02-03;Furgoneta;Frío;Norte;Norte;59;140;58;271;Cancelado;2024-02-03 02:49:55.200;2024-02-03 02:49:55.200000
ENV01504;ID_T015;2024-05-17;Furgoneta;Paqueteria;Canarias;Sur;829;125;62;288;Retrasado;2024-05-18 15:47:31.200;2024-05-23 15:47:31.200000
ENV01505;ID_T008;2024-07-29;Camioneta;Materiales_Construccion;Andalucía;Andalucía;781;86;22;398;Cancelado;2024-07-30 13:29:16.800;2024-07-30 13:29:16.800000
ENV01506;ID_T010;2024-12-16;Camioneta;Frío;Norte;Andalucía;901;236;105;332;Retrasado;2024-12-17 19:14:52.800;2024-12-22 19:14:52.800000
ENV01507;ID_T009;2024-06-15;Camioneta;Frío;Andalucía;Sur;582;180;46;561;Entregado;2024-06-16 03:56:09.600;2024-06-15 21:09:57.751023
ENV01508;ID_T007;2024-03-06;Furgoneta;Mobiliario;Centro;Sur;698;110;68;117;Retrasado;2024-03-07 09:30:14.400;2024-03-08 09:30:14.400000
ENV01509;ID_T002;2024-06-27;Camioneta;Químicos;Levante;Sur;415;123;38;362;Retrasado;2024-06-27 19:55:12.000;2024-06-28 19:55:12.000000
ENV01510;ID_T001;2024-11-26;Furgoneta;Mobiliario;Norte;Centro;181;140;142;552;Entregado;2024-11-26 08:41:16.800;2024-11-26 16:50:23.946328
ENV01511;ID_T003;2024-09-25;Furgoneta;Materiales_Construccion;Levante;Levante;422;181;38;446;Cancelado;2024-09-25 20:15:21.600;2024-09-25 20:15:21.600000
ENV01512;ID_T006;2024-03-24;Furgoneta;Materiales_Construccion;Andalucía;Levante;300;184;42;269;Retrasado;2024-03-24 14:24:00.000;2024-03-29 14:24:00.000000
ENV01513;ID_T003;2024-11-07;Furgoneta;Materiales_Construccion;Centro;Norte;185;256;89;252;Retrasado;2024-11-07 08:52:48.000;2024-11-08 08:52:48.000000
ENV01514;ID_T012;2024-05-15;Furgoneta;Paqueteria;Levante;Norte;50;204;82;338;Retrasado;2024-05-15 02:24:00.000;2024-05-16 02:24:00.000000
ENV01515;ID_T015;2024-03-05;Furgoneta;Mobiliario;Sur;Andalucía;568;65;31;318;Entregado;2024-03-06 03:15:50.400;2024-03-06 11:12:28.048034
ENV01516;ID_T007;2024-09-21;Furgoneta;Paqueteria;Canarias;Sur;797;136;11;181;Entregado;2024-09-22 14:15:21.600;2024-09-22 04:07:37.635488
ENV01517;ID_T008;2024-07-23;Camioneta;Frío;Canarias;Centro;1105;116;32;343;Cancelado;2024-07-25 05:02:24.000;2024-07-25 05:02:24.000000
ENV01518;ID_T014;2024-10-21;Furgoneta;Mobiliario;Levante;Andalucía;869;20;49;423;Cancelado;2024-10-22 17:42:43.200;2024-10-22 17:42:43.200000
ENV01519;ID_T012;2024-03-06;Camioneta;Paqueteria;Canarias;Levante;474;113;28;335;Retrasado;2024-03-06 22:45:07.200;2024-03-11 22:45:07.200000
ENV01520;ID_T003;2024-03-29;Camioneta;Químicos;Norte;Norte;713;134;61;251;Entregado;2024-03-30 10:13:26.400;2024-03-30 03:20:34.450181
ENV01521;ID_T003;2024-05-24;Camioneta;Mobiliario;Centro;Norte;358;20;61;313;Cancelado;2024-05-24 17:11:02.400;2024-05-24 17:11:02.400000
ENV01522;ID_T010;2024-04-10;Camioneta;Paqueteria;Levante;Norte;332;216;108;257;Cancelado;2024-04-10 15:56:09.600;2024-04-10 15:56:09.600000
ENV01523;ID_T004;2024-02-27;Furgoneta;Químicos;Canarias;Centro;407;64;69;277;Retrasado;2024-02-27 19:32:09.600;2024-03-01 19:32:09.600000
ENV01524;ID_T010;2024-03-22;Furgoneta;Químicos;Canarias;Sur;187;26;75;223;Cancelado;2024-03-22 08:58:33.600;2024-03-22 08:58:33.600000
ENV01525;ID_T010;2024-09-01;Furgoneta;Frío;Centro;Levante;154;177;33;252;Retrasado;2024-09-01 07:23:31.200;2024-09-02 07:23:31.200000
ENV01526;ID_T014;2024-12-01;Camioneta;Frío;Norte;Norte;649;153;69;500;Retrasado;2024-12-02 07:09:07.200;2024-12-04 07:09:07.200000
ENV01527;ID_T011;2024-02-01;Camioneta;Paqueteria;Sur;Norte;599;123;65;501;Retrasado;2024-02-02 04:45:07.200;2024-02-03 04:45:07.200000
ENV01528;ID_T008;2024-04-03;Camioneta;Mobiliario;Norte;Levante;307;197;21;334;Retrasado;2024-04-03 14:44:09.600;2024-04-04 14:44:09.600000
ENV01529;ID_T011;2024-12-29;Camioneta;Químicos;Levante;Levante;50;194;34;325;Cancelado;2024-12-29 02:24:00.000;2024-12-29 02:24:00.000000
ENV01530;ID_T013;2024-05-12;Camioneta;Frío;Andalucía;Sur;247;112;79;266;Cancelado;2024-05-12 11:51:21.600;2024-05-12 11:51:21.600000
ENV01531;ID_T006;2024-05-15;Camioneta;Mobiliario;Centro;Canarias;157;174;71;545;Retrasado;2024-05-15 07:32:09.600;2024-05-18 07:32:09.600000
ENV01532;ID_T010;2024-08-01;Camioneta;Paqueteria;Levante;Canarias;435;169;63;363;Retrasado;2024-08-01 20:52:48.000;2024-08-04 20:52:48.000000
ENV01533;ID_T003;2024-01-03;Furgoneta;Químicos;Andalucía;Norte;702;155;21;441;Entregado;2024-01-04 09:41:45.600;2024-01-04 11:49:19.335652
ENV01534;ID_T001;2024-04-26;Furgoneta;Químicos;Levante;Sur;521;90;84;296;Entregado;2024-04-27 01:00:28.800;2024-04-26 19:12:38.891167
ENV01535;ID_T004;2024-05-17;Furgoneta;Paqueteria;Norte;Andalucía;462;121;41;350;Cancelado;2024-05-17 22:10:33.600;2024-05-17 22:10:33.600000
ENV01536;ID_T007;2024-01-08;Camioneta;Frío;Andalucía;Canarias;692;167;54;136;Cancelado;2024-01-09 09:12:57.600;2024-01-09 09:12:57.600000
ENV01537;ID_T005;2024-04-06;Furgoneta;Químicos;Canarias;Levante;160;165;99;494;Entregado;2024-04-06 07:40:48.000;2024-04-06 16:51:17.740983
ENV01538;ID_T011;2024-03-27;Furgoneta;Paqueteria;Andalucía;Centro;752;184;10;306;Entregado;2024-03-28 12:05:45.600;2024-03-28 19:02:51.685757
ENV01539;ID_T006;2024-12-09;Camioneta;Químicos;Andalucía;Centro;1398;56;20;342;Entregado;2024-12-11 19:06:14.400;2024-12-12 02:04:24.979960
ENV01540;ID_T002;2024-05-12;Furgoneta;Paqueteria;Centro;Andalucía;573;238;49;412;Retrasado;2024-05-13 03:30:14.400;2024-05-16 03:30:14.400000
ENV01541;ID_T008;2024-12-25;Camioneta;Mobiliario;Norte;Centro;281;277;30;303;Cancelado;2024-12-25 13:29:16.800;2024-12-25 13:29:16.800000
ENV01542;ID_T009;2024-03-01;Furgoneta;Químicos;Levante;Levante;470;69;62;259;Retrasado;2024-03-01 22:33:36.000;2024-03-02 22:33:36.000000
ENV01543;ID_T003;2024-02-06;Camioneta;Químicos;Andalucía;Canarias;1040;94;10;276;Entregado;2024-02-08 01:55:12.000;2024-02-07 17:51:48.406667
ENV01544;ID_T001;2024-06-29;Furgoneta;Paqueteria;Sur;Norte;756;115;42;128;Entregado;2024-06-30 12:17:16.800;2024-06-30 14:04:33.189712
ENV01545;ID_T010;2024-08-27;Furgoneta;Paqueteria;Canarias;Norte;760;194;48;377;Cancelado;2024-08-28 12:28:48.000;2024-08-28 12:28:48.000000
ENV01546;ID_T008;2024-01-06;Furgoneta;Frío;Centro;Canarias;647;157;10;282;Retrasado;2024-01-07 07:03:21.600;2024-01-10 07:03:21.600000
ENV01547;ID_T009;2024-01-21;Camioneta;Materiales_Construccion;Centro;Sur;1295;157;93;407;Retrasado;2024-01-23 14:09:36.000;2024-01-26 14:09:36.000000
ENV01548;ID_T015;2024-07-19;Camioneta;Frío;Levante;Andalucía;782;225;31;173;Retrasado;2024-07-20 13:32:09.600;2024-07-22 13:32:09.600000
ENV01549;ID_T001;2024-07-20;Furgoneta;Paqueteria;Levante;Andalucía;50;177;51;265;Retrasado;2024-07-20 02:24:00.000;2024-07-25 02:24:00.000000
