ID_Transaccion;ID_Vendedor;Fecha_Venta;Canal_Venta;Tipo_Cliente;Region_Venta;Valor_Transaccion_€;Margen_Beneficio_€;Cantidad_Vendida
TRX00714;VEND002;2024-02-02;Venta_Directa;Particular;Sur;237;34;9
TRX00715;VEND010;2024-02-23;Venta_Directa;Particular;Levante;110;64;4
TRX00716;VEND007;2024-11-26;Online;Gobierno;Canarias;50;84;4
TRX00717;VEND002;2024-06-10;Venta_Directa;Empresa;Norte;179;59;9
TRX00718;VEND005;2024-10-23;Retail;Gobierno;Canarias;140;88;5
TRX00719;VEND004;2024-03-29;Online;Empresa;Canarias;270;55;3
TRX00720;VEND010;2024-10-27;Online;Particular;Sur;131;73;1
TRX00721;VEND009;2024-07-17;Retail;Empresa;Centro;385;10;3
TRX00722;VEND010;2024-03-23;Distribuidor;Gobierno;Centro;219;165;3
TRX00723;VEND009;2024-08-01;Online;Empresa;Levante;392;27;4
TRX00724;VEND008;2024-12-30;Online;Particular;Norte;468;151;3
TRX00725;VEND003;2024-01-14;Online;Empresa;Andalucía;261;106;7
TRX00726;VEND007;2024-04-03;Distribuidor;Particular;Andalucía;191;54;2
TRX00727;VEND003;2024-03-14;Venta_Directa;Gobierno;Canarias;325;75;5
TRX00728;VEND004;2024-12-18;Online;Empresa;Centro;212;52;5
TRX00729;VEND004;2024-05-30;Venta_Directa;Empresa;Norte;374;87;5
TRX00730;VEND006;2024-07-07;Online;Particular;Canarias;321;81;9
TRX00731;VEND010;2024-07-28;Distribuidor;Gobierno;Norte;275;64;5
TRX00732;VEND010;2024-02-02;Distribuidor;Empresa;Norte;360;10;7
TRX00733;VEND001;2024-05-03;Retail;Empresa;Andalucía;115;125;5
TRX00734;VEND010;2024-12-02;Distribuidor;Empresa;Centro;249;49;5
TRX00735;VEND002;2024-12-09;Retail;Gobierno;Levante;50;72;4
TRX00736;VEND010;2024-09-25;Online;Particular;Centro;144;127;2
TRX00737;VEND006;2024-08-26;Venta_Directa;Particular;Canarias;364;33;4
TRX00738;VEND010;2024-12-06;Retail;Gobierno;Sur;324;38;3
TRX00739;VEND006;2024-04-23;Distribuidor;Particular;Andalucía;255;32;6
TRX00740;VEND003;2024-12-17;Distribuidor;Particular;Andalucía;337;177;3
TRX00741;VEND003;2024-03-04;Retail;Particular;Sur;310;17;6
TRX00742;VEND003;2024-03-16;Distribuidor;Gobierno;Centro;276;118;7
TRX00743;VEND005;2024-12-18;Distribuidor;Gobierno;Andalucía;268;37;3
TRX00744;VEND002;2024-11-18;Online;Empresa;Levante;352;45;5
TRX00745;VEND006;2024-04-17;Distribuidor;Particular;Norte;185;131;6
TRX00746;VEND008;2024-03-13;Online;Gobierno;Andalucía;119;33;5
TRX00747;VEND010;2024-06-07;Distribuidor;Gobierno;Levante;112;32;3
TRX00748;VEND006;2024-08-03;Distribuidor;Gobierno;Andalucía;210;85;5
TRX00749;VEND007;2024-10-19;Distribuidor;Empresa;Andalucía;256;55;5
TRX00750;VEND005;2024-08-12;Venta_Directa;Gobierno;Levante;218;88;3
TRX00751;VEND008;2024-06-13;Online;Empresa;Canarias;227;51;5
TRX00752;VEND010;2024-02-13;Distribuidor;Gobierno;Centro;280;97;4
TRX00753;VEND002;2024-11-14;Distribuidor;Gobierno;Norte;330;27;1
TRX00754;VEND003;2024-05-21;Retail;Empresa;Levante;280;78;6
TRX00755;VEND010;2024-02-05;Retail;Empresa;Sur;242;145;3
TRX00756;VEND006;2024-07-17;Retail;Empresa;Sur;226;50;1
TRX00757;VEND004;2024-05-21;Distribuidor;Particular;Canarias;464;75;4
TRX00758;VEND002;2024-03-02;Retail;Gobierno;Levante;353;49;2
TRX00759;VEND005;2024-10-09;Distribuidor;Empresa;Andalucía;401;103;3
TRX00760;VEND006;2024-05-22;Online;Particular;Sur;233;10;4
TRX00761;VEND010;2024-01-23;Venta_Directa;Empresa;Andalucía;345;107;6
TRX00762;VEND001;2024-12-10;Distribuidor;Particular;Sur;301;120;1
TRX00763;VEND002;2024-03-18;Distribuidor;Gobierno;Canarias;259;103;4
TRX00764;VEND005;2024-09-15;Online;Empresa;Levante;196;99;4
TRX00765;VEND005;2024-03-12;Retail;Gobierno;Canarias;182;80;4
TRX00766;VEND004;2024-07-01;Online;Gobierno;Centro;385;144;3
TRX00767;VEND008;2024-09-06;Distribuidor;Gobierno;Canarias;324;42;7
TRX00768;VEND004;2024-12-16;Distribuidor;Empresa;Andalucía;237;115;1
TRX00769;VEND005;2024-03-23;Online;Gobierno;Norte;118;16;9
TRX00770;VEND007;2024-08-30;Venta_Directa;Empresa;Centro;355;91;4
TRX00771;VEND006;2024-08-01;Retail;Particular;Sur;424;112;3
TRX00772;VEND006;2024-12-27;Venta_Directa;Particular;Canarias;227;39;6
TRX00773;VEND005;2024-07-20;Retail;Gobierno;Canarias;50;159;2
TRX00774;VEND009;2024-06-29;Venta_Directa;Gobierno;Andalucía;127;107;3
TRX00775;VEND008;2024-11-08;Online;Gobierno;Norte;119;78;3
TRX00776;VEND008;2024-11-14;Distribuidor;Particular;Levante;122;135;4
TRX00777;VEND010;2024-11-30;Venta_Directa;Gobierno;Levante;265;30;6
TRX00778;VEND007;2024-07-24;Distribuidor;Particular;Andalucía;287;44;7
TRX00779;VEND010;2024-03-25;Distribuidor;Particular;Sur;400;86;3
TRX00780;VEND010;2024-11-19;Retail;Gobierno;Centro;246;56;1
TRX00781;VEND009;2024-02-16;Distribuidor;Gobierno;Canarias;448;10;7
TRX00782;VEND010;2024-07-19;Venta_Directa;Particular;Canarias;408;42;5
TRX00783;VEND009;2024-06-01;Venta_Directa;Empresa;Canarias;147;158;5
TRX00784;VEND002;2024-01-22;Online;Particular;Levante;388;24;3
TRX00785;VEND008;2024-08-25;Retail;Gobierno;Canarias;279;23;4
TRX00786;VEND005;2024-02-13;Distribuidor;Gobierno;Norte;177;151;3
TRX00787;VEND007;2024-03-11;Venta_Directa;Gobierno;Centro;214;119;7
TRX00788;VEND007;2024-02-02;Distribuidor;Gobierno;Norte;478;52;1
TRX00789;VEND006;2024-02-17;Retail;Particular;Canarias;336;80;3
TRX00790;VEND010;2024-03-03;Distribuidor;Empresa;Sur;274;79;4
TRX00791;VEND006;2024-07-18;Venta_Directa;Particular;Canarias;408;37;8
TRX00792;VEND007;2024-08-17;Online;Empresa;Levante;257;100;5
TRX00793;VEND002;2024-07-01;Online;Gobierno;Centro;292;132;7
TRX00794;VEND010;2024-12-04;Venta_Directa;Gobierno;Sur;121;30;5
TRX00795;VEND010;2024-02-07;Distribuidor;Gobierno;Centro;275;10;2
TRX00796;VEND005;2024-12-11;Venta_Directa;Particular;Norte;196;83;6
TRX00797;VEND008;2024-06-24;Online;Empresa;Sur;364;103;5
TRX00798;VEND003;2024-07-20;Venta_Directa;Empresa;Centro;291;72;3
TRX00799;VEND001;2024-05-08;Venta_Directa;Gobierno;Canarias;469;106;8
TRX00800;VEND002;2024-02-04;Venta_Directa;Empresa;Canarias;240;35;3
TRX00801;VEND006;2024-02-12;Online;Empresa;Norte;129;77;8
TRX00802;VEND006;2024-09-19;Venta_Directa;Gobierno;Andalucía;278;86;6
TRX00803;VEND001;2024-03-03;Venta_Directa;Particular;Norte;288;109;5
TRX00804;VEND007;2024-10-17;Venta_Directa;Empresa;Sur;321;136;8
TRX00805;VEND002;2024-06-19;Distribuidor;Particular;Centro;178;80;4
TRX00806;VEND009;2024-03-09;Online;Gobierno;Norte;419;96;2
TRX00807;VEND005;2024-03-15;Distribuidor;Gobierno;Andalucía;230;80;9
TRX00808;VEND007;2024-04-24;Distribuidor;Gobierno;Norte;54;125;3
TRX00809;VEND005;2024-05-30;Online;Gobierno;Centro;274;130;7
TRX00810;VEND005;2024-04-13;Distribuidor;Empresa;Levante;50;65;1
TRX00811;VEND004;2024-03-01;Venta_Directa;Particular;Andalucía;156;41;8
TRX00812;VEND010;2024-11-13;Retail;Empresa;Sur;307;132;3
TRX00813;VEND005;2024-04-23;Distribuidor;Empresa;Norte;249;136;3
TRX00814;VEND006;2024-11-30;Online;Particular;Levante;316;121;6
TRX00815;VEND007;2024-05-08;Distribuidor;Gobierno;Andalucía;368;71;4
TRX00816;VEND008;2024-09-29;Venta_Directa;Empresa;Andalucía;350;87;3
TRX00817;VEND004;2024-12-14;Retail;Particular;Levante;343;75;3
TRX00818;VEND005;2024-02-22;Venta_Directa;Gobierno;Norte;153;85;1
TRX00819;VEND002;2024-09-16;Retail;Gobierno;Norte;264;57;6
TRX00820;VEND003;2024-01-04;Distribuidor;Gobierno;Sur;205;67;2
TRX00821;VEND005;2024-08-31;Online;Gobierno;Sur;145;34;8
TRX00822;VEND002;2024-07-31;Online;Empresa;Centro;268;57;3
TRX00823;VEND006;2024-09-02;Venta_Directa;Particular;Centro;270;80;3
TRX00824;VEND009;2024-06-21;Venta_Directa;Empresa;Sur;209;30;4
TRX00825;VEND006;2024-03-16;Distribuidor;Empresa;Centro;299;157;5
TRX00826;VEND001;2024-01-15;Retail;Empresa;Norte;149;33;4
TRX00827;VEND008;2024-02-19;Venta_Directa;Empresa;Sur;242;91;6
TRX00828;VEND001;2024-02-07;Distribuidor;Gobierno;Levante;222;78;4
TRX00829;VEND002;2024-01-17;Distribuidor;Particular;Canarias;230;66;4
TRX00830;VEND001;2024-10-25;Retail;Particular;Norte;238;147;2
TRX00831;VEND009;2024-02-18;Retail;Empresa;Norte;259;106;3
TRX00832;VEND002;2024-05-23;Distribuidor;Empresa;Centro;253;65;5
TRX00833;VEND010;2024-07-27;Online;Gobierno;Canarias;306;24;6
TRX00834;VEND002;2024-10-20;Venta_Directa;Particular;Centro;407;103;5
TRX00835;VEND010;2024-11-30;Retail;Particular;Levante;455;51;9
TRX00836;VEND010;2024-07-05;Retail;Empresa;Canarias;178;72;1
TRX00837;VEND008;2024-06-22;Online;Gobierno;Andalucía;158;72;6
TRX00838;VEND005;2024-12-20;Venta_Directa;Particular;Canarias;192;83;5
TRX00839;VEND009;2024-08-04;Venta_Directa;Particular;Levante;289;151;2
TRX00840;VEND008;2024-11-19;Retail;Particular;Canarias;167;33;7
TRX00841;VEND004;2024-01-31;Online;Empresa;Centro;239;96;4
TRX00842;VEND006;2024-01-05;Retail;Gobierno;Norte;223;10;1
TRX00843;VEND007;2024-07-17;Online;Gobierno;Andalucía;152;96;2
TRX00844;VEND008;2024-04-02;Distribuidor;Empresa;Canarias;224;17;7
TRX00845;VEND002;2024-05-17;Distribuidor;Particular;Sur;106;10;6
TRX00846;VEND007;2024-01-26;Online;Empresa;Norte;360;101;1
TRX00847;VEND003;2024-07-31;Online;Gobierno;Canarias;332;10;6
TRX00848;VEND001;2024-10-12;Retail;Gobierno;Canarias;259;20;1
TRX00849;VEND010;2024-08-24;Retail;Particular;Levante;373;121;7
TRX00850;VEND002;2024-04-05;Venta_Directa;Empresa;Centro;254;25;7
TRX00851;VEND001;2024-11-13;Distribuidor;Empresa;Levante;308;75;4
TRX00852;VEND007;2024-08-18;Online;Gobierno;Centro;243;100;8
TRX00853;VEND004;2024-06-20;Distribuidor;Gobierno;Sur;173;77;4
TRX00854;VEND005;2024-08-16;Distribuidor;Particular;Andalucía;487;51;5
TRX00855;VEND005;2024-02-28;Venta_Directa;Particular;Levante;307;60;7
TRX00856;VEND003;2024-02-22;Retail;Gobierno;Andalucía;259;60;3
TRX00857;VEND005;2024-03-04;Retail;Gobierno;Andalucía;182;39;7
TRX00858;VEND008;2024-11-21;Distribuidor;Empresa;Norte;321;75;2
TRX00859;VEND009;2024-08-17;Retail;Gobierno;Levante;173;43;5
TRX00860;VEND008;2024-06-24;Distribuidor;Particular;Canarias;168;156;8
TRX00861;VEND010;2024-01-01;Retail;Particular;Levante;195;32;7
TRX00862;VEND004;2024-08-28;Venta_Directa;Gobierno;Canarias;261;98;5
TRX00863;VEND003;2024-07-13;Venta_Directa;Gobierno;Levante;173;104;4
TRX00864;VEND002;2024-09-03;Retail;Particular;Centro;137;23;8
TRX00865;VEND008;2024-09-07;Online;Empresa;Norte;258;148;6
TRX00866;VEND003;2024-12-12;Distribuidor;Empresa;Andalucía;204;67;1
TRX00867;VEND008;2024-09-04;Distribuidor;Particular;Sur;178;134;1
TRX00868;VEND004;2024-06-07;Distribuidor;Empresa;Levante;340;35;4
TRX00869;VEND001;2024-08-22;Distribuidor;Empresa;Andalucía;365;76;4
TRX00870;VEND007;2024-01-19;Retail;Gobierno;Levante;323;113;3
TRX00871;VEND008;2024-11-05;Venta_Directa;Empresa;Sur;277;41;5
TRX00872;VEND001;2024-06-25;Distribuidor;Gobierno;Andalucía;336;32;5
TRX00873;VEND009;2024-03-19;Retail;Empresa;Sur;364;79;2
TRX00874;VEND002;2024-08-14;Distribuidor;Particular;Canarias;119;64;2
TRX00875;VEND005;2024-02-25;Venta_Directa;Empresa;Sur;257;119;6
TRX00876;VEND002;2024-06-19;Venta_Directa;Empresa;Centro;105;72;3
TRX00877;VEND005;2024-06-18;Online;Particular;Centro;233;70;8
TRX00878;VEND003;2024-12-09;Online;Particular;Norte;243;88;5
TRX00879;VEND008;2024-10-22;Retail;Particular;Levante;390;65;3
TRX00880;VEND004;2024-08-18;Retail;Gobierno;Norte;232;91;3
TRX00881;VEND010;2024-04-27;Retail;Particular;Sur;143;141;5
TRX00882;VEND003;2024-11-25;Venta_Directa;Particular;Levante;126;86;3
TRX00883;VEND007;2024-07-07;Distribuidor;Empresa;Sur;56;85;1
TRX00884;VEND001;2024-12-24;Venta_Directa;Empresa;Levante;119;88;5
TRX00885;VEND001;2024-01-30;Venta_Directa;Particular;Canarias;299;49;3
TRX00886;VEND006;2024-03-27;Venta_Directa;Gobierno;Centro;172;141;3
TRX00887;VEND009;2024-08-06;Retail;Empresa;Sur;416;48;5
TRX00888;VEND002;2024-03-02;Online;Empresa;Sur;279;38;6
TRX00889;VEND009;2024-01-21;Distribuidor;Empresa;Norte;489;139;2
TRX00890;VEND010;2024-01-12;Retail;Gobierno;Andalucía;320;61;4
TRX00891;VEND008;2024-10-11;Distribuidor;Particular;Levante;224;85;5
TRX00892;VEND010;2024-03-26;Retail;Empresa;Canarias;111;89;4
TRX00893;VEND001;2024-10-25;Online;Empresa;Andalucía;213;50;6
TRX00894;VEND001;2024-02-27;Venta_Directa;Particular;Centro;340;17;4
TRX00895;VEND009;2024-06-17;Online;Gobierno;Norte;406;103;6
TRX00896;VEND002;2024-07-08;Venta_Directa;Particular;Sur;316;136;3
TRX00897;VEND003;2024-09-06;Venta_Directa;Empresa;Canarias;512;108;5
TRX00898;VEND006;2024-05-02;Venta_Directa;Particular;Norte;291;118;8
TRX00899;VEND010;2024-04-16;Online;Gobierno;Canarias;243;75;3
TRX00900;VEND008;2024-12-23;Venta_Directa;Gobierno;Andalucía;253;56;5
TRX00901;VEND002;2024-10-10;Venta_Directa;Empresa;Canarias;240;108;6
TRX00902;VEND005;2024-08-26;Online;Particular;Levante;140;98;4
TRX00903;VEND005;2024-02-29;Venta_Directa;Particular;Canarias;196;43;2
TRX00904;VEND010;2024-10-14;Distribuidor;Gobierno;Norte;264;14;4
TRX00905;VEND005;2024-08-16;Online;Empresa;Canarias;334;72;6
TRX00906;VEND010;2024-06-28;Retail;Empresa;Norte;259;46;5
TRX00907;VEND008;2024-03-23;Online;Empresa;Sur;131;59;3
TRX00908;VEND010;2024-06-10;Distribuidor;Empresa;Andalucía;324;179;4
TRX00909;VEND001;2024-04-22;Retail;Particular;Centro;312;37;6
TRX00910;VEND010;2024-12-07;Retail;Particular;Sur;246;26;8
TRX00911;VEND007;2024-11-07;Online;Gobierno;Norte;278;85;5
TRX00912;VEND003;2024-12-14;Venta_Directa;Empresa;Sur;232;105;3
TRX00913;VEND001;2024-12-03;Venta_Directa;Empresa;Sur;221;86;7
TRX00914;VEND006;2024-11-19;Venta_Directa;Empresa;Norte;401;28;4
TRX00915;VEND001;2024-07-15;Distribuidor;Empresa;Centro;192;23;8
TRX00916;VEND002;2024-02-27;Retail;Empresa;Andalucía;445;66;7
TRX00917;VEND006;2024-06-06;Online;Particular;Levante;125;64;5
TRX00918;VEND007;2024-01-27;Distribuidor;Empresa;Sur;382;67;9
TRX00919;VEND001;2024-07-25;Online;Gobierno;Sur;93;94;6
TRX00920;VEND006;2024-09-24;Distribuidor;Empresa;Canarias;357;76;5
TRX00921;VEND002;2024-01-11;Distribuidor;Gobierno;Canarias;214;113;3
TRX00922;VEND005;2024-10-17;Online;Particular;Centro;65;39;4
TRX00923;VEND005;2024-03-13;Venta_Directa;Particular;Sur;132;47;5
TRX00924;VEND003;2024-05-13;Online;Particular;Sur;427;50;4
TRX00925;VEND002;2024-09-17;Venta_Directa;Empresa;Norte;338;110;7
TRX00926;VEND001;2024-05-24;Retail;Gobierno;Centro;308;111;3
TRX00927;VEND001;2024-04-13;Distribuidor;Empresa;Canarias;246;74;4
TRX00928;VEND009;2024-04-10;Venta_Directa;Gobierno;Norte;300;77;5
TRX00929;VEND008;2024-12-29;Online;Particular;Sur;181;10;3
TRX00930;VEND001;2024-09-21;Retail;Gobierno;Norte;271;61;1
TRX00931;VEND007;2024-09-06;Online;Gobierno;Andalucía;387;112;5
TRX00932;VEND003;2024-12-02;Venta_Directa;Gobierno;Andalucía;510;109;8
TRX00933;VEND002;2024-12-05;Retail;Particular;Canarias;243;139;2
TRX00934;VEND003;2024-04-26;Online;Gobierno;Centro;175;31;3
TRX00935;VEND006;2024-01-01;Distribuidor;Empresa;Centro;234;88;2
TRX00936;VEND001;2024-05-09;Venta_Directa;Particular;Andalucía;315;90;5
TRX00937;VEND006;2024-12-22;Distribuidor;Particular;Canarias;304;189;7
TRX00938;VEND002;2024-02-16;Retail;Empresa;Centro;255;60;7
TRX00939;VEND005;2024-01-03;Distribuidor;Particular;Sur;186;129;3
TRX00940;VEND007;2024-07-28;Retail;Gobierno;Levante;209;43;6
TRX00941;VEND001;2024-02-12;Venta_Directa;Gobierno;Levante;344;10;4
TRX00942;VEND010;2024-11-16;Retail;Particular;Centro;106;92;1
TRX00943;VEND007;2024-11-09;Retail;Particular;Centro;156;125;5
TRX00944;VEND002;2024-04-17;Distribuidor;Particular;Centro;85;46;8
TRX00945;VEND008;2024-07-12;Retail;Gobierno;Centro;174;31;6
TRX00946;VEND010;2024-10-09;Retail;Empresa;Canarias;226;100;5
TRX00947;VEND001;2024-09-16;Venta_Directa;Particular;Andalucía;323;20;3
TRX00948;VEND004;2024-04-08;Venta_Directa;Particular;Norte;108;70;2
TRX00949;VEND006;2024-01-21;Retail;Empresa;Norte;347;91;4
TRX00950;VEND010;2024-08-04;Retail;Empresa;Andalucía;339;78;7
TRX00951;VEND006;2024-10-06;Retail;Gobierno;Canarias;96;102;5
TRX00952;VEND008;2024-11-01;Distribuidor;Gobierno;Levante;379;53;8
TRX00953;VEND004;2024-06-13;Online;Gobierno;Centro;194;45;9
TRX00954;VEND005;2024-01-14;Online;Gobierno;Andalucía;293;100;7
TRX00955;VEND002;2024-04-07;Retail;Gobierno;Levante;316;90;9
TRX00956;VEND010;2024-09-09;Venta_Directa;Particular;Levante;162;136;5
TRX00957;VEND010;2024-04-20;Distribuidor;Gobierno;Norte;388;110;11
TRX00958;VEND006;2024-12-02;Online;Empresa;Centro;320;10;4
TRX00959;VEND010;2024-07-05;Venta_Directa;Gobierno;Norte;311;65;5
TRX00960;VEND004;2024-10-06;Distribuidor;Gobierno;Norte;264;10;2
TRX00961;VEND005;2024-12-27;Retail;Particular;Levante;221;107;4
TRX00962;VEND006;2024-08-20;Venta_Directa;Empresa;Sur;248;76;2
TRX00963;VEND008;2024-04-19;Venta_Directa;Empresa;Sur;295;108;2
TRX00964;VEND003;2024-03-01;Online;Gobierno;Andalucía;152;27;6
TRX00965;VEND008;2024-02-22;Distribuidor;Particular;Norte;312;54;10
TRX00966;VEND002;2024-10-08;Venta_Directa;Empresa;Norte;211;88;5
TRX00967;VEND003;2024-10-18;Distribuidor;Particular;Sur;308;77;5
TRX00968;VEND001;2024-06-18;Distribuidor;Empresa;Centro;298;138;3
TRX00969;VEND005;2024-04-09;Distribuidor;Empresa;Sur;165;100;5
TRX00970;VEND006;2024-10-14;Venta_Directa;Particular;Canarias;211;12;4
TRX00971;VEND001;2024-08-06;Distribuidor;Empresa;Centro;245;55;4
TRX00972;VEND004;2024-06-18;Venta_Directa;Gobierno;Andalucía;386;108;5
TRX00973;VEND001;2024-08-07;Retail;Empresa;Norte;241;126;4
TRX00974;VEND001;2024-03-10;Online;Particular;Centro;401;99;4
TRX00975;VEND009;2024-02-11;Venta_Directa;Gobierno;Norte;317;95;4
TRX00976;VEND006;2024-08-24;Distribuidor;Empresa;Centro;109;29;2
TRX00977;VEND009;2024-09-29;Distribuidor;Particular;Canarias;413;114;6
TRX00978;VEND002;2024-04-02;Retail;Empresa;Canarias;222;93;5
TRX00979;VEND005;2024-12-14;Online;Empresa;Levante;255;95;7
TRX00980;VEND001;2024-01-11;Distribuidor;Gobierno;Canarias;303;50;7
TRX00981;VEND007;2024-07-05;Venta_Directa;Empresa;Canarias;311;69;3
TRX00982;VEND002;2024-11-02;Retail;Particular;Canarias;308;53;6
TRX00983;VEND002;2024-04-17;Retail;Empresa;Norte;197;130;8
TRX00984;VEND006;2024-04-24;Distribuidor;Particular;Andalucía;252;59;4
TRX00985;VEND006;2024-07-07;Online;Empresa;Norte;157;112;6
TRX00986;VEND003;2024-07-27;Venta_Directa;Gobierno;Centro;286;10;3
TRX00987;VEND008;2024-12-21;Retail;Empresa;Andalucía;366;114;7
TRX00988;VEND007;2024-08-06;Distribuidor;Particular;Levante;303;10;2
TRX00989;VEND002;2024-09-22;Distribuidor;Gobierno;Andalucía;309;99;7
TRX00990;VEND006;2024-07-18;Online;Particular;Levante;130;117;5
TRX00991;VEND004;2024-03-04;Retail;Empresa;Levante;325;74;1
TRX00992;VEND001;2024-09-22;Venta_Directa;Gobierno;Levante;158;67;2
TRX00993;VEND001;2024-02-20;Venta_Directa;Gobierno;Centro;261;76;6
TRX00994;VEND004;2024-05-21;Venta_Directa;Gobierno;Levante;506;78;1
TRX00995;VEND001;2024-06-24;Venta_Directa;Gobierno;Andalucía;343;108;5
TRX00996;VEND001;2024-02-06;Online;Gobierno;Centro;93;132;4
TRX00997;VEND003;2024-05-27;Online;Gobierno;Norte;446;158;1
TRX00998;VEND010;2024-11-28;Venta_Directa;Particular;Sur;189;76;5
TRX00999;VEND003;2024-12-20;Distribuidor;Gobierno;Canarias;233;10;3
TRX01000;VEND005;2024-01-23;Retail;Particular;Andalucía;157;38;3
TRX01001;VEND001;2024-02-27;Distribuidor;Gobierno;Centro;168;102;6
TRX01002;VEND002;2024-05-10;Retail;Gobierno;Canarias;335;90;7
TRX01003;VEND007;2024-12-04;Online;Gobierno;Canarias;274;171;6
TRX01004;VEND009;2024-05-23;Venta_Directa;Particular;Andalucía;150;101;2
TRX01005;VEND010;2024-11-21;Online;Particular;Levante;50;70;7
TRX01006;VEND007;2024-02-23;Online;Particular;Levante;229;141;2
TRX01007;VEND003;2024-12-08;Distribuidor;Empresa;Canarias;157;40;4
TRX01008;VEND002;2024-03-07;Retail;Particular;Norte;229;83;3
TRX01009;VEND005;2024-08-08;Venta_Directa;Particular;Levante;229;92;4
TRX01010;VEND002;2024-12-29;Venta_Directa;Empresa;Levante;87;67;7
TRX01011;VEND008;2024-12-26;Online;Particular;Sur;210;10;3
TRX01012;VEND002;2024-12-02;Venta_Directa;Gobierno;Centro;263;11;6
TRX01013;VEND005;2024-03-02;Retail;Gobierno;Norte;290;122;4
TRX01014;VEND001;2024-01-22;Online;Empresa;Levante;239;44;3
TRX01015;VEND007;2024-12-10;Distribuidor;Particular;Sur;347;128;5
TRX01016;VEND002;2024-08-03;Retail;Particular;Andalucía;280;10;1
TRX01017;VEND007;2024-03-24;Retail;Particular;Canarias;227;82;7
TRX01018;VEND002;2024-07-24;Online;Empresa;Sur;386;40;1
TRX01019;VEND004;2024-01-09;Venta_Directa;Empresa;Andalucía;233;72;5
TRX01020;VEND008;2024-04-11;Distribuidor;Empresa;Andalucía;438;69;4
TRX01021;VEND008;2024-09-08;Online;Empresa;Canarias;260;22;6
TRX01022;VEND008;2024-11-09;Distribuidor;Particular;Norte;142;83;5
TRX01023;VEND003;2024-02-04;Venta_Directa;Particular;Centro;203;27;5
TRX01024;VEND001;2024-07-20;Retail;Empresa;Norte;145;50;5
TRX01025;VEND006;2024-09-11;Retail;Gobierno;Andalucía;269;51;4
TRX01026;VEND004;2024-07-12;Venta_Directa;Particular;Centro;244;71;6
TRX01027;VEND004;2024-08-26;Retail;Gobierno;Sur;279;78;5
TRX01028;VEND007;2024-09-20;Retail;Empresa;Levante;341;128;4
TRX01029;VEND006;2024-06-26;Retail;Particular;Andalucía;259;56;4
TRX01030;VEND003;2024-03-01;Distribuidor;Particular;Sur;297;48;5
TRX01031;VEND010;2024-12-28;Retail;Particular;Centro;408;94;2
TRX01032;VEND007;2024-08-12;Distribuidor;Particular;Sur;150;74;5
TRX01033;VEND001;2024-01-16;Distribuidor;Empresa;Levante;231;61;4
TRX01034;VEND003;2024-03-04;Distribuidor;Particular;Levante;299;38;5
TRX01035;VEND002;2024-08-20;Venta_Directa;Empresa;Sur;179;85;6
TRX01036;VEND010;2024-03-01;Retail;Gobierno;Andalucía;327;31;4
TRX01037;VEND004;2024-10-05;Retail;Gobierno;Andalucía;155;100;2
TRX01038;VEND009;2024-03-26;Online;Gobierno;Levante;423;10;6
TRX01039;VEND008;2024-02-25;Retail;Particular;Norte;348;55;3
TRX01040;VEND003;2024-06-09;Venta_Directa;Gobierno;Centro;301;98;4
TRX01041;VEND006;2024-02-12;Retail;Gobierno;Sur;282;18;8
TRX01042;VEND005;2024-01-06;Venta_Directa;Gobierno;Centro;143;96;6
TRX01043;VEND004;2024-10-30;Online;Particular;Centro;269;72;1
TRX01044;VEND006;2024-12-21;Venta_Directa;Empresa;Sur;50;78;6
TRX01045;VEND007;2024-05-23;Online;Gobierno;Sur;163;98;4
TRX01046;VEND004;2024-08-18;Venta_Directa;Gobierno;Andalucía;138;54;6
TRX01047;VEND010;2024-08-22;Distribuidor;Empresa;Canarias;296;46;1
TRX01048;VEND009;2024-05-22;Distribuidor;Empresa;Centro;325;60;8
TRX01049;VEND010;2024-01-14;Distribuidor;Empresa;Andalucía;396;143;6
TRX01050;VEND002;2024-09-26;Retail;Empresa;Centro;341;95;3
TRX01051;VEND004;2024-10-25;Venta_Directa;Gobierno;Andalucía;333;127;6
TRX01052;VEND007;2024-03-25;Distribuidor;Empresa;Canarias;400;56;4
TRX01053;VEND010;2024-02-03;Venta_Directa;Particular;Levante;125;10;6
TRX01054;VEND006;2024-02-25;Venta_Directa;Particular;Centro;334;47;7
TRX01055;VEND010;2024-03-16;Retail;Empresa;Sur;204;94;9
TRX01056;VEND009;2024-11-04;Online;Empresa;Norte;130;36;2
TRX01057;VEND002;2024-09-11;Retail;Gobierno;Andalucía;245;63;1
TRX01058;VEND002;2024-04-02;Retail;Empresa;Canarias;440;127;5
TRX01059;VEND004;2024-04-22;Venta_Directa;Empresa;Sur;152;55;4
TRX01060;VEND003;2024-09-11;Retail;Gobierno;Canarias;184;85;8
TRX01061;VEND002;2024-04-27;Venta_Directa;Particular;Levante;343;140;2
TRX01062;VEND009;2024-12-19;Online;Empresa;Sur;158;82;5
TRX01063;VEND010;2024-02-09;Venta_Directa;Particular;Centro;426;52;5
TRX01064;VEND001;2024-08-03;Online;Particular;Andalucía;305;130;3
TRX01065;VEND009;2024-06-29;Venta_Directa;Particular;Norte;174;88;6
TRX01066;VEND003;2024-07-13;Retail;Gobierno;Canarias;271;122;3
TRX01067;VEND008;2024-12-29;Venta_Directa;Empresa;Andalucía;285;49;7
